"company","activities","poultry_processing","meat_processing"
"Great Western Beef Company","Meat Processing, Voluntary Processing - Meat",NULL,True
"Worthmore Food Products Co.","Meat Processing",NULL,True
"The Taylor Provisions Company","Meat Processing",NULL,True
"T & L Creative Salads","Meat Processing, Poultry Processing",True,True
"Wolverine Packing Co.","Meat Processing, Meat Slaughter",NULL,True
"Arveybell Farm Co.","Meat Processing",NULL,True
"National Beef Packing Co., L.L.C.","Meat Processing, Meat Slaughter",NULL,True
"Fathers Country Hams","Meat Processing, Meat Slaughter",NULL,True
"Meacham Hams, Inc.","Meat Processing",NULL,True
"Binkert's Meat Products, LLC","Meat Processing",NULL,True
"JBS Tolleson Inc.","Meat Processing, Meat Slaughter",NULL,True
"John L Etzler, Inc.","Meat Processing",NULL,True
"Buckhead Beef","Meat Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Processing - Rabbit",NULL,True
"Creekstone Farms Premium Beef","Meat Processing, Meat Slaughter",NULL,True
"Schuster Meats Corporation","Meat Processing",NULL,True
"Schuster Meat Corp","Meat Processing",NULL,True
"North State Provision","Meat Processing",NULL,True
"BD & K Foods, LLC","Meat Processing",NULL,True
"Sunnyside Meats, Inc.","Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Processing - Rabbit, Voluntary Slaughter - Meat, Voluntary Slaughter - Rabbit",NULL,True
"Gahr's Hamloaf LLC","Meat Processing",NULL,True
"Jancorp, LLC","Meat Processing",NULL,True
"Maui Cattle Company, LLC","Meat Processing, Voluntary Processing - Meat",NULL,True
"Maui Cattle Company, LLC","Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",NULL,True
"Demus Italian Specialty Foods, Inc.","Meat Processing",NULL,True
"E.M.S.A. Inc.","Meat Processing",NULL,True
"LRN Processors, Inc.","Meat Processing, Meat Slaughter",NULL,True
"Ramarc Foods, Inc.","Meat Processing",NULL,True
"P&S Ravioli","Meat Processing",NULL,True
"Edgefield Prime Meat Company","Meat Processing, Meat Slaughter, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Slaughter - Exotic, Voluntary Slaughter - Meat",NULL,True
"IHOM INC","Meat Processing",NULL,True
"The Cut Custom Processing, LLC","Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Processing - Rabbit, Voluntary Slaughter - Meat, Voluntary Slaughter - Rabbit",NULL,True
"Valley Beef, Inc.","Meat Processing, Meat Slaughter",NULL,True
"Valley Beef, Inc.","Meat Processing",NULL,True
"BRK Meats","Certification - Export, Meat Processing",NULL,True
"Buckhead Beef of Florida","Meat Processing",NULL,True
"Noah's Ark Processors, LLC","Meat Processing, Meat Slaughter",NULL,True
"Abuelito Meat Inc.","Meat Processing",NULL,True
"Berry Veal Corp.","Meat Processing",NULL,True
"Wagner Provision Co., Inc.","Meat Processing",NULL,True
"S & A Sausage Co., Inc.","Meat Processing",NULL,True
"Tyson Fresh Meats, Inc.","Certification - Export, Meat Processing, Meat Slaughter",NULL,True
"Violet Sanford Holdings, LLC","Meat Processing, Poultry Processing",True,True
"US Foods, Inc.","Certification - Export, Meat Processing, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry",True,True
"Johnson Meat Co., Inc.","Meat Processing, Poultry Processing",True,True
"Sugartown Smoked Specialties","Meat Processing, Poultry Processing",True,True
"Superior Farms","Meat Processing, Meat Slaughter",NULL,True
"Lynn Beef Inc.","Meat Processing",NULL,True
"Golden California Meat Packer Inc.","Identification - Meat, Meat Processing",NULL,True
"Angelina Foods","Meat Processing",NULL,True
"Blue Mountain Meats, Inc.","Identification - Meat, Meat Processing, Meat Slaughter, Voluntary Processing - Rabbit, Voluntary Slaughter - Meat, Voluntary Slaughter - Rabbit",NULL,True
"SAN JOSE VALLEY VEAL, INC","Meat Processing",NULL,True
"Cattaneo Bros, Inc.","Meat Processing",NULL,True
"Pork King Packing, Inc.","Meat Processing, Meat Slaughter",NULL,True
"Cedar Creek Beef Jerky L.L.C.","Meat Processing",NULL,True
"T. Piekutowski European Style Sausage","Meat Processing",NULL,True
"Star Packing Co., Inc.","Meat Processing, Meat Slaughter",NULL,True
"Valley Oaks Meats, LLC","Meat Processing, Meat Slaughter, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Slaughter - Meat",NULL,True
"Nadler's Meats & Catering LLC","Meat Processing, Meat Slaughter",NULL,True
"Meadville Locker, LLC","Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",NULL,True
"Town and Country Butcher Shop","Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",NULL,True
"New Specialty Products, Inc.","Meat Processing, Poultry Processing",True,True
"Givaudan Flavors Corporation","Meat Processing, Poultry Processing, Voluntary Processing - Poultry, Voluntary Slaughter - Poultry",True,True
"T & B Food Corp.","Meat Processing, Poultry Processing",True,True
"Empanadas Quintero","Meat Processing, Poultry Processing",True,True
"Yosemite Valley Beef Packing Co., Inc.","Certification - Export, Meat Processing, Meat Slaughter",NULL,True
"Maple Ridge Meats LLC","Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",NULL,True
"Munsey Meats","Meat Processing",NULL,True
"Trenton Processing Center, Inc.","Meat Processing, Meat Slaughter",NULL,True
"Village Green Foods","Meat Processing",NULL,True
"Saigon Eggrolls LTD","Meat Processing",NULL,True
"Pulaski County Breaker Plant","Egg Product",NULL,NULL
"ISE Newberry, Inc.","Egg Product",NULL,NULL
"Wabash Valley Produce, Inc","Egg Product",NULL,NULL
"Crystal Lake LP","Certification - Export, Egg Product, Voluntary Processing - Egg Products",NULL,NULL
"Willamette Egg Farms","Egg Product",NULL,NULL
"Taylor Meat Company","Meat Processing",NULL,True
"America's Best Steak","Meat Processing",NULL,True
"Chicharrones J&J","Meat Processing",NULL,True
"Theurers Custom Meat Inc","Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",NULL,True
"US Foods, Inc. d/b/a Stock Yards Packing Company","Meat Processing",NULL,True
"Salumi Artisan Cured Meats, LLC","Meat Processing",NULL,True
"Burgundy Pasture Beef, LP","Meat Processing, Voluntary Processing - Meat",NULL,True
"A & S Distributors","Meat Processing",NULL,True
"Very Tasty LLC","Meat Processing",NULL,True
"TKMM, LLC","Meat Processing, Poultry Processing",True,True
"Halal Meat Slaughter House","Meat Processing, Meat Slaughter",NULL,True
"La Quercia, LLC","Meat Processing",NULL,True
"Pel`Meni Inc.","Meat Processing",NULL,True
"Mel's Custom Meat Processing     LLC","Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",NULL,True
"Woodson County Prime Meats Pro","Meat Processing, Meat Slaughter, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Slaughter - Exotic, Voluntary Slaughter - Meat",NULL,True
"Kensington Lockers Inc.","Meat Processing, Meat Slaughter, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Slaughter - Exotic, Voluntary Slaughter - Meat",NULL,True
"Traverse Bay Pizza Company","Meat Processing",NULL,True
"Cargill Meat Solution Corporation","Meat Processing",NULL,True
"Henry Kaminski, Inc.","Meat Processing",NULL,True
"Lebanese Butcher Slaughter House Inc","Meat Processing, Meat Slaughter",NULL,True
"Triumph Foods","Certification - Export, Food Inspection, Meat Processing, Meat Slaughter",NULL,True
"D&M Packing","Meat Processing",NULL,True
"M & C Unico, Inc.","Meat Processing",NULL,True
"Strassburger Meats, LLC","Meat Processing, Voluntary Processing - Meat",NULL,True
"Thompson Farms Country Cured Meats","Meat Processing, Meat Slaughter",NULL,True
"Thompson Farms","Meat Processing, Meat Slaughter",NULL,True
"Country Slaughter and Meats","Meat Processing, Meat Slaughter",NULL,True
"Monogram Prepared Meats, LLC","Certification - Export, Meat Processing",NULL,True
"New World Services, Inc.","Meat Processing",NULL,True
"Flying Food Servair","Meat Processing, Poultry Processing",True,True
"ASU Food Safety and Product Development Lab","Meat Processing, Meat Slaughter",NULL,True
"Clausen Meat Company Inc.","Meat Processing, Meat Slaughter",NULL,True
"Smithfield Fresh Meats Corp.","Certification - Export, Meat Processing, Meat Slaughter",NULL,True
"G. C. Enterprises, LLC","Meat Processing",NULL,True
"Down Home Meats, Inc","Meat Processing",NULL,True
"Ray Chavez Distributor Corp.","Meat Processing",NULL,True
"Bak Foods","Meat Processing",NULL,True
"Royal Butcher, LLC","Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",NULL,True
"Guymon Extracts, Inc","Certification - Export, Meat Processing",NULL,True
"Johnson's Premium Sausage","Meat Processing",NULL,True
"Double J Meat Packing, Inc.","Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Exotic, Voluntary Slaughter - Meat",NULL,True
"FPL Food","Meat Processing, Meat Slaughter",NULL,True
"STX Beef Company","Certification - Export, Meat Processing, Meat Slaughter",NULL,True
"Double L Ranch Inc.","Meat Processing, Meat Slaughter",NULL,True
"Center Road Enterprises","Meat Processing, Meat Slaughter",NULL,True
"Moonlight Meat Processing Inc","Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Slaughter - Meat, Voluntary Slaughter - Poultry",NULL,True
"W Diamond M Meats, LLC","Meat Processing, Meat Slaughter",NULL,True
"The Dish, Inc.","Meat Processing",NULL,True
"Timberline Cold Storage, Inc.","Imported Product",NULL,NULL
"FPL Food LLC","Meat Processing",NULL,True
"CS2 Ranch Brand Jerky LLC","Meat Processing",NULL,True
"Willy's Products","Meat Processing",NULL,True
"Mickey Brown, Inc.","Meat Processing",NULL,True
"Loris Cold Storage and Retail","Meat Processing, Meat Slaughter",NULL,True
"Frickenschmidt Foods LLC","Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",NULL,True
"Fauquier's Finest Custom Meat Processing, Inc.","Meat Processing, Meat Slaughter",NULL,True
"Halpern's Steak and Seafood Company LLC","Meat Processing",NULL,True
"El Popular Sausage Factory, LLC","Meat Processing",NULL,True
"McNees Meats and Wholesale LLC","Meat Processing, Meat Slaughter, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Slaughter - Exotic, Voluntary Slaughter - Meat",NULL,True
"Ellengee Market Co","Meat Processing, Poultry Processing",True,True
"Calabro Cheese Corporation","Certification - Export, Meat Processing",NULL,True
"Freightout.com, LLC","Meat Processing, Meat Slaughter, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Slaughter - Exotic, Voluntary Slaughter - Meat",NULL,True
"Roadrunner Home Bake, Inc.","Certification - Export, Meat Processing",NULL,True
"Plumrose USA, INC.  a division of JBS USA FOOD CO.","Certification - Export, Certification - Trichinae, Identification - Meat, Identification - Poultry, Meat Processing",NULL,True
"Gentle Harvest","Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat, Voluntary Slaughter - Rabbit",NULL,True
"American Food Services, LLC","Meat Processing",NULL,True
"E. R. Boliantz Co. Inc.","Meat Processing, Meat Slaughter",NULL,True
"E R Boliantz Company Inc.","Meat Processing",NULL,True
"S & S Institutional Foods","Meat Processing, Poultry Processing",True,True
"King Kalibur LLC","Meat Processing, Poultry Processing",True,True
"Tsim Neej Oriental","Meat Processing",NULL,True
"Wang Jar Food Company, LLC","Meat Processing, Meat Slaughter",NULL,True
"Hogs Galore FLP","Meat Processing",NULL,True
"Cox Marketing","Meat Processing",NULL,True
"Williams & Conner, LLC","Meat Processing",NULL,True
"Kinners Kountry Sausage","Meat Processing",NULL,True
"Camacho's Food Processing","Meat Processing",NULL,True
"Monroe Meat Company LLC","Meat Processing",NULL,True
"Naturally New Mexico Food Products LLC","Meat Processing, Meat Slaughter",NULL,True
"Fatman's Beef Jerky","Meat Processing",NULL,True
"Vigil's Beef Jerky","Meat Processing",NULL,True
"Chef Minute Meals Inc","Identification - Meat, Identification - Poultry, Meat Processing",NULL,True
"Shin Provision, Inc.","Food Inspection, Identification - Meat, Meat Processing",NULL,True
"Vina Foods","Meat Processing",NULL,True
"T & W Meat Company","Meat Processing, Meat Slaughter, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Slaughter - Meat",NULL,True
"Crabill's Retail & Wholesale Meats, LLC","Meat Processing, Meat Slaughter",NULL,True
"Elkton Locker and Grocery, Inc.","Meat Processing, Meat Slaughter, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Slaughter - Exotic, Voluntary Slaughter - Meat",NULL,True
"Sugar Valley Sausage Company","Meat Processing",NULL,True
"Patton's Sausage Company, Inc.","Meat Processing",NULL,True
"Elmwood Locker Service","Meat Processing",NULL,True
"Hunt's Meat Co.","Meat Processing, Meat Slaughter",NULL,True
"Red Rock Beef Jerky","Meat Processing",NULL,True
"Delicious Beef Jerky","Meat Processing",NULL,True
"Villalobos Mexican Food Dist.","Certification - Export, Meat Processing",NULL,True
"Lakeside Meats","Meat Processing",NULL,True
"Pronto Express 107","Meat Processing",NULL,True
"Casa Blanca LLC","Meat Processing, Voluntary Processing - Exotic",NULL,True
"Tullys Market & Deli","Meat Processing",NULL,True
"Seoul Soondae Inc.","Meat Processing",NULL,True
"Shakespeare's Pizza, Inc.","Meat Processing",NULL,True
"Mongiello Italian Cheese Specialties","Certification - Export, Meat Processing",NULL,True
"Bourgeois Smokehouse, LLC","Meat Processing",NULL,True
"Ex-Cel Corned Beef","Meat Processing",NULL,True
"Agro Merchants ""dba"" Americold Logistics LLC","Certification - Export, Identification - Meat, Identification - Poultry, Identification - Siluriformes, Meat Processing, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry, Off-Premise Freezi",NULL,True
"Hickory Hollow Jerky","Meat Processing",NULL,True
"SR Forwarding, Inc.","Imported Product",NULL,NULL
"Argo Merchants ""dba"" Americold Logistics LLC.","Certification - Export, Identification - Meat, Identification - Poultry, Identification - Siluriformes, Meat Processing, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry, Off-Premise Freezi",NULL,True
"Ohio Farms Packing Co. Ltd.","Certification - Export, Meat Processing, Meat Slaughter",NULL,True
"Stanley's Market Brands LLC","Meat Processing",NULL,True
"Taco Loco Products","Meat Processing",NULL,True
"Fathead Peppers","Meat Processing",NULL,True
"Aztec Imperio","Meat Processing",NULL,True
"A.B. Vannoy Hams","Meat Processing",NULL,True
"Creminelli Fine Meats","Meat Processing",NULL,True
"Vosges, LTD","Meat Processing",NULL,True
"Tran Meat Corporation","Meat Processing, Meat Slaughter",NULL,True
"Keeter's Meat Company, LLC","Meat Processing",NULL,True
"Tennery Propane, Inc. D/B/A Hardtimes Real Beef Jerky","Meat Processing",NULL,True
"Cox Butcher Shop","Meat Processing, Meat Slaughter",NULL,True
"Salumeria Oldani, LLC","Meat Processing",NULL,True
"Blackberry Farm, LLC","Meat Processing",NULL,True
"Cargill Fresno Grind","Meat Processing",NULL,True
"Innovative Foods, LLC","Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",NULL,True
"White Oak Pastures","Meat Processing, Meat Slaughter",NULL,True
"Anichini Bros Inc","Meat Processing",NULL,True
"Farm Brew, LLC","Meat Processing, Voluntary Processing - Meat",NULL,True
"Sam Butcher Shop","Meat Processing, Meat Slaughter",NULL,True
"American Beef Packers, Inc.","Meat Processing, Meat Slaughter",NULL,True
"Samthong Meat Market","Meat Processing",NULL,True
"Chorizo Selecto","Meat Processing",NULL,True
"D & M Meats, LLC","Meat Processing",NULL,True
"Rayfield Meat Center","Meat Processing",NULL,True
"Braggs Corner Meat Corp.","Meat Processing, Meat Slaughter",NULL,True
"Elk County Processing & Provisions Ltd. LTD","Meat Processing",NULL,True
"Gur-Meat Inc.","Meat Processing",NULL,True
"Bonneville Meats","Meat Processing, Poultry Processing",True,True
"Rantoul Foods LLC","Meat Processing, Meat Slaughter",NULL,True
"Charlie's Produce","Meat Processing",NULL,True
"Cargill Meat Solutions","Meat Processing, Meat Slaughter",NULL,True
"Papetti's Hygrade Egg Products, Inc.","Egg Product",NULL,NULL
"Marshall Egg Products Company","Certification - Export, Egg Product",NULL,NULL
"Michael Foods Egg Products Company","Egg Product",NULL,NULL
